title,authors,year,work_id,ol_ids,isbns,isdfb_ids,n_nom,n_win
Eon,Greg Bear,1986,4273,,,,1,0
The Birth of the People's Republic of Antarctica,John Batchelor,1984,,,,,2,0
Windhaven,"Lisa Tuttle, George R. R. Martin",1982,2960816,OL11369800W,978-80-257-3154-3,,1,0
The Many-Colored Land,Julian May,1982,,,,,2,1
Lord of Emperors,Guy Gavriel Kay,2001,,OL22459092M,978-0-7434-0825-7;0-7434-0825-X,,1,0
The Face,Jack Vance,1980,2632294,OL2071387W,978-0-87997-498-5;978-2-266-01185-3;0-87997-498-2;2-266-01185-5,,1,0
The Mote in God's Eye,"Jerry Pournelle, Larry Niven",1975,2190500,OL15331302W,,,2,0
The Grand Ellipse,Paula Volsky,2001,,,,,1,0
Leviathan Wakes,"Ty Franck, James S. A. Corey, Daniel Abraham",2012,13730452,OL16114008W,0-316-12908-9;978-0-316-12908-4;978-84-666-6015-0;978-966-10-6431-6,,2,0
Pacific Edge,Kim Stanley Robinson,1991,2249131,,,,0,1
Fire with Fire,Charles E. Gannon,2013,,,,,1,0
Assemblers of Infinity,"Doug Beason, Kevin J. Anderson",1993,,,,,1,0
Throne of the Crescent Moon,Saladin Ahmed,2013,,OL16810035W,,,1,0
Rebels' Seed,F. M. Busby,1987,,,,,1,0
Q131382317,James Morrow,2016,,,,,2,0
The Collapsium,Wil McCarthy,2001,1351623,OL1863608W,978-0-345-40856-3;978-3-453-52171-1;0-345-40856-X;3-453-52171-4,,2,0
The Prefect,Alastair Reynolds,2008,3102565,OL5724849W,978-0-575-07716-4;978-0-575-08218-2;978-80-7387-300-4;0-575-07716-6,,1,0
Chimera,Mary Rosenblum,1994,,,,,1,0
The Adjacent,Christopher Priest,2014,,,,,2,0
Ancillary Justice,Ann Leckie,2014,24064628,OL17062644W,978-0-316-24662-0;978-80-259-0508-1,,2,1
Worlds Apart,Joe Haldeman,1984,22762,,,,1,0
Hellburner,C. J. Cherryh,1993,,,,,1,0
The Sword of Aldones,Marion Zimmer Bradley,1963,,,,,1,0
The Gods Themselves,Isaac Asimov,1973,1253407,OL46395W,0-385-02701-X;978-0-385-02701-4,,0,1
Once a Hero,Elizabeth Moon,1998,1095039,OL14871723W,978-0-671-87871-9;0-671-87871-9,,1,0
334,Thomas M. Disch,1974,,,,,1,0
To Crush the Moon,Wil McCarthy,2006,368758,OL1863613W,978-0-553-58717-3,,2,0
Dayworld,Philip José Farmer,1986,2137713,OL273048W,978-0-399-12967-4;0-399-12967-7,,1,0
Waiting,Frank M. Robinson,2000,,,,,1,0
Green Mars,Kim Stanley Robinson,1994,69059,OL8888729M;OL81655W,978-84-450-7694-1;978-2-258-03930-8;84-450-7694-9;2-258-03930-4,,1,2
Dying of the Light,George R. R. Martin,1978,2611807,OL257947W,2-7024-0978-4;978-0-671-22861-3;978-2-7024-0978-7,,2,0
Second Ending,James White,1962,,,,,1,0
The Goblin Reservation,Clifford D. Simak,1969,,,,,1,0
River of Dust,Alexander Jablokov,1997,,,,,1,0
Legacy,Greg Bear,1996,,,,,1,0
Children of Dune,Frank Herbert,1977,3634573,OL7502060M;OL893516W,0-399-11697-4;2-221-00045-5;978-0-399-11697-1;978-2-221-00045-8;978-0-425-03310-4,,1,0
To Say Nothing of the Dog,Connie Willis,1998,696,OL14858398W;OL14858392W,978-0-553-09995-9;978-3-453-18783-2;0-553-09995-7,,1,0
The Moon Is a Harsh Mistress,Robert A. Heinlein,1966,1048525,OL59728W,4-15-010207-4;978-4-15-010207-4,,2,0
Millennium,John Varley,1984,1873232,OL1860110W,978-0-425-06250-0;0-425-06250-3,,2,0
The Planet Buyer,Cordwainer Smith,1965,,,,,1,0
The Reality Dysfunction,Peter F. Hamilton,1998,747250,OL14937857W,,,1,0
Death Qualified: A Mystery of Chaos,Kate Wilhelm,1992,,,,,1,0
Ragamuffin,Tobias S. Buckell,2007,,,,,1,0
The Terminal Experiment,Robert J. Sawyer,1996,3042473,OL17029W,0-06-105310-4;978-0-06-105310-8,,2,0
The Unreasoning Mask,Philip José Farmer,1982,,,,,1,0
Saturn's Children,Charles Stross,2009,2284499,OL2465692W,0-441-01594-8;978-0-441-01594-8;978-1-84149-567-5,,2,0
Shadow Man,Melissa Scott,1996,,,,,1,0
Deathworld,Harry Harrison,1961,1936532,OL467158W,,,1,0
Galileo's Dream,Kim Stanley Robinson,2010,,,,,2,0
The Player of Games,Iain Banks,1989,1494157,OL100779W,0-333-47110-5;1-85723-146-5;84-270-1605-0;978-0-333-47110-4;978-1-85723-146-5;978-84-270-1605-7;978-80-88321-12-5,,1,0
Mona Lisa Overdrive,William Gibson,1989,1263322,OL27253W,2-290-02735-9;978-2-290-02735-6;978-0-553-05250-3,,2,0
City at the End of Time,Greg Bear,2009,166826,OL16491W,978-0-345-44839-2;0-345-44839-1,,2,0
Singularity Sky,Charles Stross,2004,1192005,OL2465688W;OL24469277W,0-441-01072-5;3-453-52016-5;978-3-453-52016-5;978-0-441-01072-1,,1,0
A Feast for Crows,George R. R. Martin,2006,1019062,OL257948W;OL1955939W,0-553-80150-3;0-00-224743-7;3-89064-535-6;978-0-553-80150-7;978-0-00-224743-6;978-3-89064-535-3;978-0-553-58202-4;978-80-257-2684-6;978-80-257-2685-3;978-80-257-2686-0,,1,0
Starburst,Frederik Pohl,1983,,,,,1,0
Excession,Iain Banks,1997,1494164,OL8368435W;OL11169894W,1-85723-394-8;978-1-85723-394-0;978-1-85723-457-2,,1,0
First Channel,"Jacqueline Lichtenberg, Jean Lorrah",1981,,,,,1,0
Only Begotten Daughter,James Morrow,1991,1259875,OL15222260W,978-0-688-05284-3;0-688-05284-3,,1,1
On Blue's Waters,Gene Wolfe,2000,,,,,1,0
The Golden Key,"Jennifer Roberson, Melanie Rawn, Kate Elliott",1997,16050,OL2581167W,978-0-88677-691-6;0-88677-691-0,,1,0
The Privilege of the Sword,Ellen Kushner,2006,,,,,1,0
Code Blue – Emergency,James White,1988,,,,,1,0
Heretics of Dune,Frank Herbert,1985,3634575,OL893502W,2-221-04642-0;978-2-221-04642-5,,1,0
The Man Who Folded Himself,David Gerrold,1974,,,,,1,0
Song of Kali,Dan Simmons,1986,,,,,0,1
White Devils,Paul J. McAuley,2005,,,,,2,0
The Rapture of the Nerds,"Charles Stross, Cory Doctorow",2013,19101112,OL16646248W,978-0-7653-2910-3;978-1-4299-4491-5;978-1-78116-744-1;0-7653-2910-7;1-4299-4491-9,,2,0
Cauldron,Jack McDevitt,2008,,,,,1,0
Galveston,Sean Stewart,2001,,,,,0,1
Superpowers,David J. Schwartz,2008,,,,,1,0
Spook Country,William Gibson,2008,1715356,OL17739660W,978-2-84626-156-2;978-0-670-91494-4;2-84626-156-3;0-670-91494-0,,1,0
End of the World Blues,Jon Courtenay Grimwood,2007,,,,,1,0
Footfall,"Jerry Pournelle, Larry Niven",1986,1913289,OL10587701W,978-0-345-32347-7;0-345-32347-5,,2,0
Gloriana,Michael Moorcock,1979,927014,OL2697649W,978-0-85031-237-9;0-85031-237-X,,0,2
Thomas the Rhymer,Ellen Kushner,1991,,,,,0,1
The Year of the Quiet Sun,Wilson Tucker,1971,831015,,0-441-94201-6;978-0-441-94201-5,,1,0
The Void Captain's Tale,Norman Spinrad,1984,1978769,OL47516W;OL19623079W,,,1,0
Cibola Burn,"Ty Franck, James S. A. Corey, Daniel Abraham",2015,26109318,OL32667308M,978-0-316-21762-0;0-316-21762-X,,1,0
The Coming,Joe Haldeman,2001,,,,,1,0
Any Day Now,Terry Bisson,2013,,,,,2,0
Bloom,Wil McCarthy,1999,1349906,OL1863615W,978-0-345-40857-0;978-0-345-42465-5;978-0-345-48537-3;0-345-40857-8;0-345-42465-4;0-345-48537-8,,1,0
The Fountains of Paradise,Arthur C. Clarke,1979,734510,OL17742259W;OL17403W,2-226-00937-X;978-2-226-00937-1,,0,1
Artifact,Gregory Benford,1986,442561,OL24723394M,978-0-8125-3178-7;978-0-312-93048-6;0-8125-3178-7;0-312-93048-8,,1,0
The Postman,David Brin,1985,924908,OL58717W;OL58708W;OL20101455W,2-277-22261-5;84-7002-400-0;978-0-553-05107-0;978-2-277-22261-3;978-84-7002-400-9;978-80-277-0028-8,,1,0
Coelestis,Paul Park,1995,,,,,1,0
The Buried Giant,Kazuo Ishiguro,2016,41115424,OL17333499W,978-0-307-27103-7;978-0-307-45579-6;0-307-27103-X;0-307-45579-3,,1,0
The Snow Queen,Joan D. Vinge,1980,522872,OL2816487W,0-8037-7739-6;978-0-8037-7739-2,,1,0
Sharra's Exile,Marion Zimmer Bradley,1982,2700833,OL11294336W,0-87997-659-4;978-0-87997-659-0,,1,0
Earth Made of Glass,John Barnes,1999,2341483,OL4001685W,978-0-8125-5161-7;0-8125-5161-3,,1,0
Finch,Jeff VanderMeer,2009,,,978-0-9802260-1-0;978-80-257-3177-2;0-9802260-1-5,,1,0
The Last Colony,John Scalzi,2008,18279847,OL5734646W,978-0-7653-1697-4,,2,0
Incandescence,Greg Egan,2009,2432715,,978-0-575-08162-8;978-0-575-08164-2,,1,0
Good Omens,"Neil Gaiman, Terry Pratchett",1991,4110990,OL453936W,2-84626-021-4;978-80-7197-729-2;978-2-84626-021-3,,1,0
A Fire Upon the Deep,Vernor Vinge,1993,1253374,OL1975714W,0-312-85182-0;0-812-51528-5;978-0-312-85182-8;978-0-8125-1528-2,,1,0
The Legacy of Heorot,"Steven Barnes, Jerry Pournelle, Larry Niven",1988,964795,OL10587704W,0-671-64094-1;978-0-671-64094-1;978-0-671-69532-3,,1,0
Darwinia,Robert Charles Wilson,1999,906164,OL8339326W,0-312-86038-2;0-7653-1905-5;978-0-312-86038-7;978-0-7653-1905-0,,2,0
Lucifer's Hammer,"Jerry Pournelle, Larry Niven",1978,1842237,OL510435W,0-87223-487-8;978-0-87223-487-1;978-0-449-23599-7,,2,0
Zeitgeist,Bruce Sterling,2001,,,,,1,0
Count Geiger's Blues,Michael Bishop,1993,,,,,1,0
Arctic Rising,Tobias S. Buckell,2013,,,,,1,0
Skylark DuQuesne,Edward Elmer Smith,1966,,,,,1,0
The Dispossessed,Ursula K. Le Guin,1974,2684122,OL59863W,0-06-012563-2;978-0-06-012563-9;978-0-06-105488-4,,0,1
Earthbound,Joe Haldeman,2012,,,,,1,0
The Descent of Anansi,"Steven Barnes, Larry Niven",1983,,,,,1,0
Black Genesis,L. Ron Hubbard,1987,,,,,1,0
The Killing Moon,N. K. Jemisin,2012,,,978-0-356-50076-8;978-80-275-0676-7,,1,0
Gaia's Toys,Rebecca Ore,1996,,,,,1,0
Parable of the Sower,Octavia E. Butler,1995,59258,OL35623W,,,1,0
The Golden Torc,Julian May,1983,,,,,1,0
Tea with the Black Dragon,R. A. MacAvoy,1984,,OL8367120W,0-553-23205-3;978-0-553-23205-9,,2,0
Firebird,Jack McDevitt,2011,,,978-1-937007-80-5;1-937007-80-4,,1,0
Six Moon Dance,Sheri S. Tepper,1999,,,,,1,0
The Fourth Circle,Zoran Živković,2005,,,,,1,0
The Dolphins of Pern,Anne McCaffrey,1995,1104950,OL10673102W,978-0-345-36894-2;0-345-36894-0,,1,0
The Confusion,Neal Stephenson,2005,934263,OL38483W,978-0-06-052386-2;978-0-06-073335-3;978-80-7197-658-5;0-06-052386-7,,0,1
Weaver,Stephen Baxter,2009,2117053,OL17733973W,978-0-575-08204-5;0-575-08204-6,,1,0
Radix,A. A. Attanasio,1981,,,,,1,0
Absolution Gap,Alastair Reynolds,2004,86076,OL5724839W,978-0-575-07434-7;978-2-258-06647-2;978-0-575-07557-3;2-258-06647-6;0-575-07557-0,,1,0
Teranesia,Greg Egan,2000,1270556,OL115339W,978-0-575-06854-4;978-0-06-105092-3;978-0-575-08333-2;0-575-06854-X;0-06-105092-X,,1,0
Stand on Zanzibar,John Brunner,1968,2184253,OL3521966W,,,1,0
The Handmaid's Tale,Margaret Atwood,1987,1119185,OL675783W,,,1,0
Lost Everything,Brian Francis Slattery,2013,,,,,1,0
The Time Traveler's Wife,Audrey Niffenegger,2005,2153746,OL4720160W,85-7302-616-2;978-84-253-3962-2;978-2-7499-0237-1;978-0-15-602943-8;978-84-8346-047-4,,1,0
The Risen Empire,Scott Westerfeld,2004,,,,,1,0
Pushing Ice,Alastair Reynolds,2006,2622804,OL5724844W,0-575-07438-8;978-0-575-07438-5;978-0-575-07439-2;978-2-258-07924-3,,1,0
The Butterfly Kid,Chester Anderson,1968,,,,,1,0
The Iron Dream,Norman Spinrad,1972,,,,,1,0
The Salt Roads,Nalo Hopkinson,2003,1095855,OL15844970W,978-0-446-53302-7;0-446-53302-5,,1,0
Starbound,Joe Haldeman,2011,,,,,1,0
Briar Rose,Jane Yolen,1992,,,,,1,0
The Shadow Year,Jeffrey Ford,2009,,,,,0,1
The White Dragon,Anne McCaffrey,1979,2886933,OL12510158M,2-266-10745-3;978-2-266-10745-7,,1,0
Hard Landing,Algis Budrys,1993,,,,,1,0
Speaker for the Dead,Orson Scott Card,1986,2327777,OL49651W;OL49581W,978-0-312-93738-6;978-2-7201-0300-1;0-312-93738-5;2-7201-0300-4,,0,1
Mirkheim,Poul Anderson,1978,,,,,1,0
A Darkling Sea,James Cambias,2015,,,,,1,0
Malevil,Robert Merle,1974,,,,,0,1
Alif the Unseen,G. Willow Wilson,2013,18330291,,,,1,1
When HARLIE Was One,David Gerrold,1973,,,,,1,0
The Ophiuchi Hotline,John Varley,1978,,,,,1,0
Coils,"Fred Saberhagen, Roger Zelazny",1983,,,,,1,0
Fate of Worlds,"Edward M. Lerner, Larry Niven",2013,,,,,1,0
The Ring of Charon,Roger MacBride Allen,1991,501136,OL9724214M;OL14955779W,978-0-8125-3014-8;0-8125-3014-4,,1,0
Barrayar,Lois McMaster Bujold,1991,3036422,OL56905W,978-0-671-72083-4;978-84-406-4019-2;0-671-72083-X;84-406-4019-6,,1,0
A Clash of Kings,George R. R. Martin,1999,21619503,OL257939W;OL1955946W,0-553-10803-4;0-00-224585-X;0-553-57990-8;978-0-553-10803-3;978-0-00-224585-2;978-0-553-57990-1;978-80-257-2284-8;978-80-257-2285-5;978-80-257-2287-9,,1,0
Fifty Degrees Below,Kim Stanley Robinson,2006,,OL16936319W,978-0-553-80312-9;0-553-80312-3,,1,0
